PixPopulation,PixSpeed,PixVariance,PixRadius,PixLife,PloxPopulation,PloxSpeed,PloxVariance,PloxRadius,PloxLife
15,4.0,1.0,20.0,250.0,10,4.5,1.0,30.0,250.0
29,4.126367092132568,0.9770724177360535,20.212682723999023,247.0689697265625,11,4.5155792236328125,1.0026427507400513,30.0449161529541,248.90908813476562
31,4.122525691986084,0.9689663648605347,20.266237258911133,244.90322875976562,13,4.511152744293213,1.0044883489608765,30.031301498413086,249.07691955566406
36,4.152899265289307,0.958960771560669,20.35711097717285,242.55555725097656,14,4.520820617675781,1.0064342021942139,30.075788497924805,248.85714721679688
44,4.20988130569458,0.96304851770401,20.409948348999023,244.7045440673828,15,4.51888370513916,1.0093412399291992,30.069515228271484,249.13333129882812
49,4.235020160675049,0.9623340964317322,20.357316970825195,247.2244873046875,15,4.51888370513916,1.0093412399291992,30.069515228271484,249.13333129882812
54,4.296122074127197,0.9539792537689209,20.34832000732422,254.0370330810547,12,4.526980876922607,1.0052986145019531,30.19516944885254,249.0833282470703
55,4.317934036254883,0.9461326599121094,20.341415405273438,256.20001220703125,13,4.533015727996826,1.0015347003936768,30.24805450439453,249.15383911132812
55,4.361011981964111,0.9468010067939758,20.331008911132812,256.47271728515625,12,4.530346870422363,0.9972226619720459,30.394350051879883,248.25
57,4.393387794494629,0.9480694532394409,20.353090286254883,261.64910888671875,11,4.508228302001953,0.9849779009819031,30.502227783203125,248.09091186523438
45,4.408047676086426,0.9389306902885437,20.29058074951172,263.977783203125,12,4.473443984985352,0.9569782614707947,30.414350509643555,247.3333282470703
45,4.427237510681152,0.9367200136184692,20.23333740234375,266.1333312988281,10,4.453482627868652,0.9452010989189148,30.431808471679688,247.1999969482422
42,4.388797760009766,0.9361037015914917,20.193471908569336,265.0238037109375,11,4.448721885681152,0.9596326947212219,30.442535400390625,247.5454559326172
42,4.294449329376221,0.9419805407524109,20.113483428955078,265.0238037109375,7,4.414166450500488,0.9319098591804504,30.089101791381836,245.85714721679688
44,4.256416320800781,0.9434897899627686,20.041072845458984,261.9772644042969,8,4.443631172180176,0.9114270210266113,30.222332000732422,247.375
43,4.226657390594482,0.9526136517524719,20.096866607666016,262.3023376464844,6,4.473692417144775,0.9435558319091797,30.37858009338379,244.3333282470703
41,4.226344585418701,0.95041424036026,20.00547218322754,268.56097412109375,6,4.473692417144775,0.9435558319091797,30.37858009338379,244.3333282470703
40,4.2063727378845215,0.9381725192070007,19.966724395751953,268.7749938964844,5,4.488885879516602,0.9528354406356812,30.197021484375,245.60000610351562
54,4.280410289764404,0.9362315535545349,19.933069229125977,278.5,4,4.513573169708252,0.988245964050293,30.30451202392578,247.5
58,4.295443058013916,0.9383556842803955,19.82571029663086,285.7758483886719,4,4.513573169708252,0.988245964050293,30.30451202392578,247.5
66,4.3697357177734375,0.9295137524604797,19.875564575195312,281.2727355957031,1,4.497101783752441,0.8314606547355652,30.29937744140625,247.0
89,4.385578155517578,0.9295514822006226,19.895593643188477,280.38201904296875,1,4.497101783752441,0.8314606547355652,30.29937744140625,247.0
93,4.418896198272705,0.9274643063545227,19.85323715209961,273.45159912109375,1,4.497101783752441,0.8314606547355652,30.29937744140625,247.0
112,4.454057216644287,0.9196604490280151,19.886171340942383,271.9464416503906,0,0.0,0.0,0.0,0.0
124,4.495124340057373,0.9365999102592468,19.891469955444336,279.758056640625,0,0.0,0.0,0.0,0.0
132,4.525888442993164,0.9386267066001892,19.957651138305664,282.06060791015625,0,0.0,0.0,0.0,0.0
133,4.510146617889404,0.9485412836074829,19.905813217163086,292.1353454589844,0,0.0,0.0,0.0,0.0
133,4.524528980255127,0.9534462094306946,19.902820587158203,302.2406005859375,0,0.0,0.0,0.0,0.0
138,4.527218818664551,0.9607471823692322,19.9665584564209,302.8550720214844,0,0.0,0.0,0.0,0.0
132,4.572103023529053,0.9675853848457336,20.032564163208008,310.6287841796875,0,0.0,0.0,0.0,0.0
135,4.570092678070068,0.9805567860603333,20.025362014770508,310.73333740234375,0,0.0,0.0,0.0,0.0
141,4.552960395812988,0.986206591129303,20.000553131103516,316.31915283203125,0,0.0,0.0,0.0,0.0
139,4.547991752624512,0.9919928908348083,20.042312622070312,317.2230224609375,0,0.0,0.0,0.0,0.0
137,4.56979513168335,0.9997767806053162,20.039859771728516,318.2554626464844,0,0.0,0.0,0.0,0.0
135,4.589778900146484,0.9940735101699829,20.05467414855957,317.9259338378906,0,0.0,0.0,0.0,0.0
138,4.622074127197266,0.9955257177352905,20.26312255859375,314.52899169921875,0,0.0,0.0,0.0,0.0
